B04,B03,B02,B8A,label
0.0207,0.0339,0.0184,0.3547,2
0.0211,0.0339,0.0185,0.3559,2
0.0224,0.0368,0.0196,0.3621,2
0.0218,0.0368,0.0199,0.3605,2
0.0218,0.0389,0.0207,0.4031,2
0.0222,0.039,0.0196,0.4087,2
0.0209,0.0358,0.0192,0.3515,2
0.0217,0.0349,0.0196,0.3463,2
0.0231,0.0373,0.0203,0.3592,2
0.0243,0.0416,0.0214,0.4101,2
0.0197,0.0353,0.018,0.4044,2
0.234,0.1626,0.1114,0.3789,3
0.2222,0.1556,0.1075,0.3599,3
0.2093,0.1511,0.1043,0.3668,3
0.2223,0.1552,0.1057,0.3668,3
0.2334,0.1615,0.1112,0.3743,3
0.2496,0.172,0.1203,0.3847,3
0.2449,0.1691,0.1182,0.381,3
0.2545,0.1751,0.1204,0.4001,3
0.2517,0.171,0.1161,0.4034,3
0.1918,0.152,0.0997,0.4122,3
0.0213,0.0361,0.019,0.3343,2
0.023,0.0376,0.0194,0.331,2
0.0228,0.0369,0.0198,0.3052,2
0.0227,0.0374,0.0196,0.3377,2
0.0194,0.0343,0.0178,0.3817,2
0.0185,0.0342,0.0173,0.3864,2
0.0186,0.0366,0.0185,0.3866,2
0.0188,0.0351,0.0174,0.388,2
0.0191,0.0348,0.0175,0.4046,2
0.0194,0.0333,0.0178,0.3947,2
0.0196,0.036,0.0187,0.3873,2
0.0199,0.0357,0.0183,0.3884,2
0.0197,0.0362,0.0182,0.4111,2
0.0205,0.0365,0.0188,0.4002,2
0.0214,0.038,0.0199,0.375,2
0.02,0.0358,0.019,0.3741,2
0.0204,0.0363,0.019,0.3782,2
0.0208,0.0357,0.019,0.3638,2
0.0217,0.0368,0.0199,0.3652,2
0.0226,0.0413,0.0211,0.401,2
0.0202,0.0397,0.0195,0.4304,2
0.0283,0.0443,0.0239,0.3937,2
0.0211,0.0368,0.0193,0.364,2
0.0205,0.0359,0.0198,0.3673,2
0.0205,0.0351,0.0193,0.3689,2
0.0206,0.0355,0.0194,0.3738,2
0.0207,0.0364,0.0196,0.3691,2
0.0204,0.0368,0.0188,0.3739,2
0.0208,0.0353,0.0186,0.3612,2
0.0262,0.0411,0.0227,0.3623,2
0.0493,0.0593,0.0354,0.3615,2
0.0237,0.0391,0.0208,0.3663,2
0.0208,0.0362,0.0189,0.3681,2
0.0216,0.0365,0.0188,0.3619,2
0.0245,0.0382,0.0209,0.3602,2
0.0223,0.037,0.0204,0.3549,2
0.021,0.0356,0.0192,0.3555,2
0.0222,0.0354,0.0183,0.3536,2
0.0245,0.0393,0.0201,0.3655,2
0.0213,0.0357,0.0198,0.3463,2
0.0208,0.0341,0.0188,0.3365,2
0.0222,0.0361,0.0202,0.3363,2
0.0253,0.0396,0.0218,0.3779,2
0.021,0.0343,0.0187,0.3533,2
0.0217,0.0348,0.0187,0.3606,2
0.0266,0.0451,0.0234,0.4232,2
0.0272,0.0424,0.0229,0.4102,2
0.0198,0.0375,0.0195,0.4133,2
0.0202,0.0355,0.0185,0.3533,2
0.0217,0.0355,0.0197,0.3462,2
0.0223,0.0347,0.0196,0.3479,2
0.023,0.0363,0.0198,0.3441,2
0.0221,0.0376,0.0202,0.3576,2
0.0213,0.0363,0.0189,0.3648,2
0.211,0.1488,0.1035,0.3621,3
0.2379,0.1645,0.1153,0.3766,3
0.2445,0.1697,0.1195,0.3745,3
0.2399,0.1658,0.1149,0.3724,3
0.2411,0.1681,0.1176,0.3763,3
0.2233,0.1575,0.1095,0.3704,3
0.2448,0.1695,0.1178,0.3791,3
0.2185,0.1559,0.1068,0.3746,3
0.2439,0.1688,0.1187,0.3752,3
0.2542,0.1765,0.1234,0.3866,3
0.262,0.1792,0.1229,0.4029,3
0.2414,0.1715,0.1172,0.4057,3
0.1493,0.1414,0.0863,0.4258,3
0.1669,0.1545,0.093,0.413,3
0.0214,0.0369,0.0192,0.3468,2
0.0229,0.0383,0.0201,0.3466,2
0.0219,0.0375,0.0193,0.3494,2
0.021,0.0363,0.0189,0.3491,2
0.0191,0.0347,0.0178,0.3751,2
0.0184,0.0346,0.0172,0.3956,2
0.0187,0.0358,0.0177,0.3907,2
0.0191,0.0362,0.018,0.3953,2
0.0193,0.0352,0.0181,0.3884,2
0.0196,0.0348,0.0183,0.3911,2
0.0198,0.0367,0.0181,0.4069,2
0.0202,0.0369,0.0179,0.3953,2
0.029,0.048,0.0234,0.4509,2
0.0359,0.052,0.0266,0.3975,2
0.0218,0.0376,0.0201,0.3628,2
0.0203,0.0355,0.0191,0.3718,2
0.0203,0.035,0.0188,0.3605,2
0.0204,0.035,0.0187,0.3532,2
0.0209,0.0345,0.0179,0.3781,2
0.0214,0.0372,0.0191,0.3778,2
0.0207,0.0401,0.0206,0.4149,2
0.0229,0.042,0.0213,0.4377,2
0.032,0.0458,0.0252,0.384,2
0.024,0.0379,0.0207,0.3855,2
0.0203,0.0363,0.019,0.3785,2
0.0211,0.0369,0.019,0.3675,2
0.0211,0.0362,0.0191,0.3692,2
0.0214,0.0373,0.0198,0.3595,2
0.0353,0.0494,0.0289,0.3657,2
0.0605,0.0702,0.0412,0.3883,2
0.0324,0.0451,0.0237,0.3524,2
0.034,0.0525,0.0278,0.4086,2
0.0209,0.0367,0.0192,0.3643,2
0.0225,0.0356,0.0196,0.354,2
0.0219,0.0362,0.0195,0.3548,2
0.0239,0.0385,0.0206,0.3551,2
0.0223,0.0373,0.0199,0.3529,2
0.0207,0.036,0.0193,0.3579,2
0.0203,0.0355,0.0193,0.3618,2
0.0215,0.0356,0.0196,0.3451,2
0.023,0.0368,0.0207,0.3443,2
0.0241,0.0417,0.0225,0.3776,2
0.0207,0.0397,0.0203,0.4523,2
0.0263,0.0399,0.0215,0.3875,2
0.0253,0.0468,0.0226,0.465,2
0.0226,0.0488,0.0224,0.511,2
0.0296,0.0491,0.0257,0.4638,2
0.0215,0.0376,0.0194,0.3619,2
0.0209,0.0362,0.019,0.3594,2
0.0216,0.0355,0.0192,0.3482,2
0.0219,0.0362,0.0198,0.3439,2
0.0229,0.0367,0.0196,0.3509,2
0.0221,0.0387,0.0199,0.3815,2
0.0244,0.0422,0.0216,0.3962,2
0.2203,0.158,0.1126,0.341,3
0.2024,0.1459,0.1021,0.3367,3
0.2195,0.1574,0.11,0.3457,3
0.2164,0.1522,0.105,0.3745,3
0.2437,0.168,0.1178,0.3728,3
0.2574,0.1777,0.1267,0.3853,3
0.2526,0.1755,0.1235,0.3826,3
0.2496,0.1743,0.1218,0.3816,3
0.2342,0.1621,0.1126,0.3668,3
0.2436,0.1678,0.1186,0.3707,3
0.2537,0.1763,0.1241,0.3865,3
0.2558,0.178,0.1266,0.3891,3
0.2773,0.1909,0.1333,0.4132,3
0.2579,0.1781,0.1235,0.3931,3
0.2374,0.1704,0.118,0.3725,3
0.2204,0.1785,0.1171,0.391,3
0.1875,0.1644,0.1012,0.3899,3
0.171,0.1544,0.0929,0.3949,3
0.0227,0.0363,0.0192,0.3029,2
0.0227,0.0374,0.02,0.3338,2
0.0222,0.0364,0.0202,0.3567,2
0.0208,0.037,0.0186,0.364,2
0.0194,0.0353,0.0183,0.3869,2
0.0188,0.0352,0.0179,0.3971,2
0.0184,0.0351,0.0171,0.4005,2
0.0189,0.035,0.017,0.3902,2
0.0195,0.0374,0.0187,0.417,2
0.0196,0.0362,0.0188,0.3955,2
0.0198,0.0376,0.0189,0.4003,2
0.0195,0.0366,0.018,0.3986,2
0.0192,0.0352,0.0182,0.3911,2
0.0302,0.0484,0.0243,0.4153,2
0.0443,0.0556,0.0297,0.3769,2
0.0284,0.0424,0.0225,0.3824,2
0.0206,0.0367,0.0196,0.3776,2
0.0209,0.0354,0.0183,0.3732,2
0.0213,0.0361,0.0194,0.3666,2
0.0214,0.0372,0.0193,0.3815,2
0.0215,0.0363,0.0187,0.3658,2
0.0224,0.0382,0.0197,0.3834,2
0.0207,0.0401,0.0199,0.4217,2
0.0223,0.0372,0.0201,0.37,2
0.0311,0.0523,0.0254,0.4437,2
0.0218,0.0376,0.0194,0.387,2
0.0213,0.0356,0.0184,0.3733,2
0.0222,0.038,0.0196,0.3647,2
0.0528,0.0606,0.0372,0.3653,2
0.0602,0.0615,0.0365,0.3477,2
0.0245,0.0371,0.0202,0.3538,2
0.0216,0.0368,0.0194,0.3696,2
0.0276,0.0419,0.0236,0.3685,2
0.0387,0.0503,0.0302,0.3681,2
0.021,0.0351,0.0193,0.3509,2
0.0203,0.0346,0.0191,0.3595,2
0.0203,0.0354,0.0191,0.3609,2
0.022,0.0366,0.0193,0.3583,2
0.021,0.0365,0.0194,0.363,2
0.0231,0.0371,0.0203,0.3498,2
0.0483,0.0544,0.0344,0.3423,2
0.0373,0.0504,0.0285,0.3645,2
0.0235,0.0421,0.0215,0.4165,2
0.0209,0.0382,0.0191,0.4051,2
0.0229,0.0363,0.0193,0.357,2
0.0306,0.0511,0.0252,0.445,2
0.0257,0.051,0.0236,0.4756,2
0.0248,0.0464,0.0235,0.4579,2
0.0304,0.0446,0.0245,0.3818,2
0.021,0.0373,0.0193,0.3648,2
0.0228,0.0376,0.0209,0.3574,2
0.0222,0.037,0.0196,0.3596,2
0.0229,0.0416,0.0211,0.4058,2
0.0233,0.0468,0.0219,0.4719,2
0.2084,0.1491,0.106,0.334,3
0.2147,0.1539,0.1095,0.3298,3
0.2139,0.1527,0.1079,0.3399,3
0.192,0.1391,0.0972,0.3281,3
0.2253,0.1572,0.109,0.3564,3
0.1886,0.1339,0.0908,0.3646,3
0.236,0.1647,0.1159,0.3619,3
0.2463,0.171,0.121,0.3717,3
0.2598,0.1801,0.1281,0.3864,3
0.2601,0.1809,0.1291,0.387,3
0.2452,0.1679,0.1177,0.3719,3
0.2549,0.1753,0.1228,0.3841,3
0.2593,0.1804,0.1286,0.3837,3
0.2794,0.1931,0.1373,0.4133,3
0.286,0.1965,0.1376,0.4255,3
0.2458,0.1711,0.1187,0.3757,3
0.2479,0.1742,0.1217,0.3625,3
0.2456,0.1718,0.119,0.371,3
0.1689,0.1315,0.0854,0.3682,3
0.1338,0.1274,0.0755,0.3931,3
0.1269,0.1298,0.0753,0.435,3
0.0228,0.0367,0.02,0.3427,2
0.021,0.0372,0.0189,0.3986,2
0.0189,0.0349,0.0178,0.4087,2
0.0184,0.0349,0.017,0.3935,2
0.018,0.035,0.0179,0.3932,2
0.0182,0.0348,0.0167,0.4061,2
0.0185,0.0345,0.0177,0.4086,2
0.0188,0.0344,0.0167,0.4064,2
0.0192,0.0356,0.0185,0.3987,2
0.019,0.0354,0.0182,0.397,2
0.0188,0.0363,0.0181,0.3942,2
0.019,0.0357,0.0174,0.3944,2
0.0191,0.0356,0.0177,0.3932,2
0.0225,0.0398,0.0205,0.4093,2
0.0444,0.0544,0.0293,0.3832,2
0.0327,0.0495,0.0253,0.3839,2
0.0205,0.0374,0.0197,0.3759,2
0.0205,0.0354,0.0184,0.3608,2
0.0209,0.0349,0.0191,0.3764,2
0.0202,0.0364,0.0187,0.366,2
0.0208,0.035,0.0191,0.3722,2
0.0213,0.0354,0.0193,0.3704,2
0.0225,0.0385,0.0214,0.358,2
0.0202,0.0357,0.0192,0.3698,2
0.0248,0.0409,0.0207,0.3859,2
0.0267,0.0487,0.0234,0.4359,2
0.0287,0.0423,0.0231,0.3794,2
0.0667,0.0692,0.0427,0.3637,2
0.0533,0.0597,0.0323,0.4118,2
0.0298,0.0451,0.0229,0.377,2
0.0213,0.037,0.0195,0.3695,2
0.0217,0.0362,0.0197,0.3732,2
0.0222,0.0372,0.0199,0.3672,2
0.0354,0.0485,0.0273,0.371,2
0.0302,0.0423,0.0242,0.3585,2
0.0214,0.0354,0.0193,0.3646,2
0.0212,0.0359,0.0192,0.3601,2
0.0225,0.0351,0.0202,0.3555,2
0.0294,0.0411,0.0234,0.3558,2
0.06,0.061,0.0405,0.3285,2
0.0629,0.065,0.0423,0.317,2
0.0524,0.0593,0.0362,0.3249,2
0.0221,0.0363,0.0195,0.3703,2
0.0201,0.034,0.0185,0.3692,2
0.0204,0.035,0.0189,0.3707,2
0.0242,0.0396,0.0213,0.375,2
0.0245,0.045,0.0222,0.4402,2
0.0211,0.041,0.0204,0.4423,2
0.0257,0.0446,0.0228,0.442,2
0.025,0.0382,0.0212,0.3495,2
0.0213,0.0369,0.0195,0.3619,2
0.0314,0.0464,0.0238,0.3863,2
0.0228,0.0445,0.0208,0.4416,2
0.0206,0.0367,0.0198,0.3753,2
0.2074,0.1466,0.1024,0.3326,3
0.1937,0.1408,0.0993,0.3182,3
0.224,0.1599,0.1107,0.355,3
0.185,0.1333,0.0916,0.3638,3
0.2521,0.1752,0.1238,0.3778,3
0.2417,0.1679,0.1192,0.3649,3
0.2494,0.1722,0.1226,0.3729,3
0.2495,0.1722,0.122,0.3729,3
0.2643,0.1826,0.1294,0.3908,3
0.256,0.175,0.1222,0.3888,3
0.2472,0.1711,0.1199,0.376,3
0.2599,0.18,0.1274,0.389,3
0.2736,0.1891,0.134,0.4065,3
0.2518,0.1776,0.1246,0.3637,3
0.24,0.1691,0.118,0.3605,3
0.2046,0.144,0.0974,0.3699,3
0.0789,0.0721,0.045,0.3189,3
0.1123,0.101,0.0672,0.3687,3
0.1623,0.1424,0.0927,0.4221,3
0.1459,0.1406,0.0904,0.4526,3
0.019,0.0353,0.0176,0.3873,2
0.0185,0.0339,0.0172,0.3909,2
0.018,0.0343,0.0175,0.3969,2
0.0185,0.0343,0.0168,0.3867,2
0.0191,0.0368,0.0183,0.3954,2
0.0188,0.0366,0.0176,0.4111,2
0.0187,0.0364,0.0176,0.4129,2
0.0188,0.0362,0.0173,0.4156,2
0.019,0.0362,0.0182,0.4037,2
0.0196,0.0368,0.0183,0.4083,2
0.0203,0.0368,0.0186,0.3958,2
0.0199,0.0376,0.0179,0.3855,2
0.0195,0.0348,0.0181,0.3893,2
0.0194,0.036,0.0182,0.3934,2
0.0244,0.04,0.0203,0.3802,2
0.0195,0.0354,0.019,0.3744,2
0.0199,0.036,0.018,0.3711,2
0.0199,0.0356,0.0178,0.3705,2
0.0206,0.0364,0.0189,0.3788,2
0.0215,0.0364,0.0196,0.3679,2
0.0248,0.044,0.0224,0.416,2
0.0225,0.0429,0.0218,0.4412,2
0.022,0.037,0.0197,0.3648,2
0.0228,0.0377,0.0206,0.3633,2
0.0204,0.0362,0.0188,0.3666,2
0.047,0.0568,0.0335,0.3777,2
0.0699,0.0698,0.0419,0.3568,2
0.0494,0.0602,0.0317,0.414,2
0.0402,0.0585,0.0299,0.4552,2
0.0282,0.0455,0.0229,0.3826,2
0.0222,0.0373,0.0195,0.3598,2
0.021,0.035,0.0192,0.3621,2
0.0209,0.0358,0.0196,0.357,2
0.0217,0.0377,0.0197,0.3607,2
0.0369,0.0492,0.0281,0.3709,2
0.0227,0.0371,0.0203,0.3662,2
0.0204,0.0334,0.0177,0.3633,2
0.0211,0.0351,0.0189,0.364,2
0.0451,0.0515,0.0319,0.3447,2
0.0629,0.0634,0.0415,0.3181,2
0.0504,0.0537,0.0347,0.3077,2
0.0237,0.0368,0.0204,0.3486,2
0.0211,0.0362,0.0193,0.3545,2
0.0207,0.0342,0.0189,0.3642,2
0.0203,0.0345,0.0186,0.3676,2
0.0196,0.0349,0.0181,0.3658,2
0.0246,0.0406,0.0218,0.3928,2
0.0224,0.0433,0.0207,0.4535,2
0.0203,0.0374,0.0187,0.3791,2
0.0227,0.0372,0.0195,0.3535,2
0.0303,0.0474,0.0245,0.4097,2
0.0243,0.0438,0.0218,0.4055,2
0.0211,0.0362,0.0194,0.3583,2
0.1803,0.1337,0.0916,0.3567,3
0.2563,0.1774,0.1249,0.3869,3
0.2467,0.1732,0.1232,0.3678,3
0.2476,0.175,0.1243,0.3694,3
0.2309,0.1598,0.1129,0.3519,3
0.2027,0.1437,0.0996,0.3666,3
0.2535,0.1759,0.123,0.3927,3
0.2367,0.1634,0.1124,0.378,3
0.2606,0.1782,0.125,0.3887,3
0.2505,0.1737,0.1232,0.3683,3
0.2444,0.1724,0.1222,0.3568,3
0.224,0.1578,0.1095,0.3557,3
0.0905,0.0828,0.0495,0.3662,3
0.0522,0.0655,0.035,0.3409,3
0.1577,0.1121,0.0729,0.3519,3
0.2201,0.1466,0.0998,0.3757,3
0.1722,0.1244,0.0851,0.3652,3
0.13,0.1114,0.0823,0.2979,3
0.0214,0.037,0.0196,0.3465,2
0.0193,0.035,0.0178,0.3644,2
0.0188,0.0359,0.0181,0.3838,2
0.0184,0.0341,0.0168,0.381,2
0.0185,0.0337,0.0168,0.3816,2
0.0187,0.0345,0.0178,0.3867,2
0.0189,0.0364,0.0177,0.3978,2
0.0192,0.0382,0.0178,0.4169,2
0.0191,0.0375,0.0181,0.4259,2
0.0192,0.0375,0.018,0.4145,2
0.0205,0.0388,0.0192,0.4194,2
0.0208,0.0375,0.019,0.4143,2
0.0212,0.0371,0.0183,0.4013,2
0.0204,0.037,0.0191,0.3964,2
0.0186,0.0362,0.0175,0.4066,2
0.0196,0.0375,0.0186,0.4,2
0.0198,0.0371,0.0191,0.4009,2
0.0192,0.0367,0.0178,0.3939,2
0.0205,0.0364,0.0179,0.3839,2
0.0205,0.0369,0.0188,0.38,2
0.0214,0.0377,0.0191,0.3919,2
0.0238,0.0432,0.0214,0.4154,2
0.024,0.0456,0.0227,0.4614,2
0.022,0.0393,0.0209,0.4215,2
0.0247,0.039,0.0216,0.3622,2
0.0557,0.0628,0.0389,0.3578,2
0.0646,0.0646,0.0374,0.3624,2
0.0416,0.0601,0.0306,0.4438,2
0.0319,0.0583,0.0275,0.4771,2
0.0247,0.0466,0.0222,0.4024,2
0.0217,0.0378,0.019,0.3558,2
0.0218,0.038,0.0199,0.3566,2
0.0203,0.0362,0.0192,0.3639,2
0.0197,0.0355,0.0186,0.3683,2
0.0211,0.0372,0.0193,0.3571,2
0.024,0.0383,0.0209,0.3616,2
0.0423,0.052,0.0312,0.3684,2
0.0213,0.035,0.0187,0.3589,2
0.0207,0.035,0.0184,0.3533,2
0.0245,0.0388,0.0209,0.381,2
0.0369,0.0466,0.0276,0.3537,2
0.0215,0.036,0.0191,0.3625,2
0.0208,0.0361,0.0186,0.369,2
0.0204,0.0345,0.0185,0.3588,2
0.0201,0.0337,0.0178,0.3756,2
0.0198,0.0335,0.0178,0.3769,2
0.0187,0.034,0.0185,0.3745,2
0.0205,0.0351,0.0185,0.3721,2
0.023,0.0368,0.0192,0.3597,2
0.02,0.0343,0.0186,0.3456,2
0.0204,0.035,0.0186,0.3525,2
0.0235,0.0403,0.0207,0.3752,2
0.022,0.0355,0.0186,0.3507,2
0.0207,0.0351,0.019,0.3602,2
0.2488,0.1743,0.1213,0.3819,3
0.2358,0.1669,0.1176,0.3619,3
0.2398,0.168,0.1188,0.3612,3
0.2475,0.173,0.1227,0.3756,3
0.0601,0.0572,0.0333,0.3353,3
0.203,0.1438,0.0988,0.362,3
0.2516,0.1793,0.1265,0.3624,3
0.2432,0.1733,0.1221,0.3533,3
0.2248,0.158,0.1113,0.3539,3
0.1921,0.1316,0.0887,0.3568,3
0.1861,0.1289,0.0861,0.3507,3
0.2076,0.1407,0.0941,0.3641,3
0.2103,0.1388,0.0917,0.3663,3
0.158,0.1163,0.0794,0.3548,3
0.118,0.0986,0.0649,0.357,3
0.1455,0.1222,0.0863,0.3403,3
0.0203,0.0347,0.0185,0.3513,2
0.0196,0.034,0.0179,0.3496,2
0.0191,0.0338,0.0177,0.3601,2
0.0188,0.0351,0.0174,0.3717,2
0.0185,0.0344,0.0174,0.3764,2
0.0183,0.0335,0.0174,0.3758,2
0.019,0.0357,0.018,0.3824,2
0.0198,0.0376,0.0185,0.3963,2
0.0195,0.0369,0.0183,0.4135,2
0.0194,0.0371,0.0184,0.4217,2
0.0215,0.0389,0.0194,0.4113,2
0.0214,0.0407,0.0194,0.4157,2
0.0225,0.0388,0.0197,0.3788,2
0.0213,0.0363,0.0195,0.3808,2
0.0205,0.0359,0.0186,0.3914,2
0.0198,0.0368,0.0186,0.4097,2
0.0195,0.0371,0.018,0.4132,2
0.0202,0.0368,0.0182,0.4079,2
0.02,0.0365,0.0184,0.3929,2
0.021,0.0362,0.0187,0.3908,2
0.0206,0.0355,0.0177,0.3888,2
0.0205,0.0363,0.0185,0.3797,2
0.0232,0.0445,0.0216,0.4417,2
0.0317,0.0525,0.0277,0.4846,2
0.0566,0.0687,0.0399,0.3859,2
0.0359,0.0474,0.0255,0.3474,2
0.023,0.0397,0.0206,0.3847,2
0.0301,0.0541,0.0258,0.4733,2
0.0239,0.0422,0.0213,0.3955,2
0.0209,0.0364,0.0186,0.3673,2
0.0211,0.036,0.0194,0.3637,2
0.0215,0.0373,0.0197,0.3602,2
0.0203,0.0369,0.0194,0.3587,2
0.0197,0.0355,0.0185,0.3685,2
0.0219,0.0365,0.0198,0.3543,2
0.0224,0.0378,0.0202,0.3555,2
0.0311,0.0434,0.0245,0.3546,2
0.0295,0.0415,0.0236,0.3546,2
0.026,0.0411,0.0219,0.3771,2
0.0239,0.0417,0.0212,0.4126,2
0.0249,0.0428,0.022,0.4237,2
0.0231,0.0368,0.02,0.3597,2
0.0222,0.0373,0.0202,0.3634,2
0.0201,0.0356,0.0191,0.3592,2
0.0197,0.0335,0.0177,0.3683,2
0.0193,0.035,0.0177,0.3687,2
0.0196,0.0347,0.0185,0.3689,2
0.02,0.0353,0.0187,0.3754,2
0.0213,0.0375,0.0195,0.3688,2
0.0209,0.0353,0.0185,0.3561,2
0.0207,0.034,0.0189,0.352,2
0.0207,0.0364,0.0192,0.3647,2
0.0217,0.035,0.0191,0.3455,2
0.0203,0.0351,0.0187,0.3702,2
0.2178,0.1555,0.1061,0.367,3
0.2492,0.1765,0.124,0.3746,3
0.1227,0.0999,0.0646,0.3839,3
0.1935,0.1381,0.0937,0.3642,3
0.2391,0.1667,0.1172,0.3549,3
0.2263,0.1592,0.1115,0.3376,3
0.2186,0.151,0.1046,0.3485,3
0.2079,0.1389,0.0934,0.3521,3
0.1969,0.1371,0.0908,0.3638,3
0.202,0.1358,0.0906,0.3591,3
0.1646,0.111,0.0725,0.3545,3
0.2418,0.1592,0.1073,0.4137,3
0.2324,0.1516,0.102,0.3873,3
0.218,0.1448,0.0973,0.3742,3
0.23,0.1495,0.1008,0.3788,3
0.1941,0.137,0.0921,0.379,3
0.0208,0.0356,0.0183,0.3604,2
0.0201,0.0356,0.018,0.3659,2
0.0203,0.037,0.0194,0.3583,2
0.0207,0.0371,0.0187,0.3594,2
0.0192,0.0349,0.0177,0.3739,2
0.0177,0.0348,0.0173,0.3762,2
0.0194,0.035,0.018,0.3722,2
0.0212,0.0361,0.0185,0.3814,2
0.0216,0.0389,0.0192,0.394,2
0.0201,0.0375,0.0192,0.4147,2
0.0204,0.0389,0.0188,0.3937,2
0.0209,0.0388,0.0185,0.4121,2
0.0214,0.038,0.0183,0.3913,2
0.0213,0.0383,0.0193,0.4057,2
0.0209,0.0374,0.0189,0.4082,2
0.0206,0.0375,0.0191,0.399,2
0.0202,0.0374,0.0187,0.4112,2
0.0205,0.0373,0.0187,0.4079,2
0.0208,0.037,0.0185,0.3951,2
0.0194,0.0366,0.0184,0.4058,2
0.0193,0.0354,0.0178,0.3908,2
0.0204,0.0357,0.0186,0.3749,2
0.0389,0.0524,0.031,0.3825,2
0.0528,0.0645,0.0367,0.3761,2
0.0255,0.0398,0.0205,0.3524,2
0.0219,0.0366,0.0198,0.3729,2
0.0221,0.0367,0.02,0.3711,2
0.0229,0.0396,0.0208,0.3886,2
0.0269,0.0424,0.0221,0.3869,2
0.0205,0.0362,0.0189,0.3781,2
0.0194,0.0355,0.0186,0.3757,2
0.0213,0.0364,0.0197,0.367,2
0.022,0.0401,0.0203,0.3733,2
0.0221,0.0389,0.0199,0.3702,2
0.0216,0.0379,0.019,0.3627,2
0.021,0.0348,0.0187,0.363,2
0.0216,0.0366,0.0194,0.3602,2
0.0261,0.0417,0.0219,0.3764,2
0.0225,0.0424,0.0216,0.4302,2
0.0207,0.0398,0.0205,0.4125,2
0.0212,0.0353,0.0188,0.3678,2
0.0204,0.0351,0.0183,0.3652,2
0.0204,0.0356,0.0189,0.3684,2
0.0199,0.034,0.0184,0.3617,2
0.0199,0.035,0.0178,0.3688,2
0.0198,0.0343,0.018,0.3589,2
0.0198,0.0354,0.0183,0.3642,2
0.02,0.0351,0.0185,0.3659,2
0.0193,0.0341,0.0178,0.37,2
0.0206,0.0363,0.0186,0.3665,2
0.0218,0.0364,0.0193,0.3652,2
0.0211,0.0356,0.0188,0.3604,2
0.0236,0.0382,0.0204,0.373,2
0.2253,0.1568,0.1066,0.3857,3
0.2256,0.159,0.1097,0.3484,3
0.2201,0.1565,0.1084,0.3324,3
0.193,0.1297,0.0871,0.3365,3
0.1966,0.1358,0.0901,0.3495,3
0.2023,0.1388,0.0915,0.3618,3
0.2007,0.1383,0.0896,0.3816,3
0.1873,0.1294,0.0842,0.3796,3
0.2388,0.1568,0.1051,0.3918,3
0.2275,0.1494,0.1002,0.3794,3
0.2167,0.1445,0.0963,0.3757,3
0.2305,0.1512,0.1033,0.3773,3
0.2275,0.1495,0.1016,0.3808,3
0.0198,0.0356,0.018,0.354,2
0.0202,0.0352,0.0175,0.3585,2
0.0207,0.0381,0.0188,0.3699,2
0.0204,0.037,0.0187,0.357,2
0.0202,0.0358,0.0186,0.3604,2
0.0199,0.0347,0.018,0.3681,2
0.0196,0.0355,0.0184,0.3726,2
0.0199,0.0364,0.0186,0.3714,2
0.0203,0.0367,0.0185,0.3797,2
0.0225,0.0382,0.0196,0.3767,2
0.0208,0.0384,0.0189,0.3987,2
0.0206,0.0383,0.019,0.4064,2
0.0229,0.0399,0.0202,0.3866,2
0.0215,0.0377,0.0194,0.3891,2
0.0213,0.0379,0.0189,0.4023,2
0.0214,0.0372,0.0193,0.3915,2
0.0214,0.037,0.0196,0.3862,2
0.0214,0.0371,0.0195,0.3875,2
0.0215,0.0378,0.0193,0.4015,2
0.0213,0.0377,0.0186,0.4066,2
0.021,0.0372,0.018,0.3977,2
0.0215,0.0368,0.0189,0.4004,2
0.0447,0.0584,0.0351,0.3862,2
0.0399,0.0556,0.0289,0.373,2
0.0212,0.037,0.0194,0.3845,2
0.0213,0.0355,0.0187,0.3618,2
0.0215,0.0363,0.0197,0.3672,2
0.022,0.0372,0.0199,0.3651,2
0.0198,0.036,0.019,0.3696,2
0.027,0.0448,0.0222,0.4264,2
0.0262,0.0441,0.0223,0.4001,2
0.0212,0.0376,0.0197,0.3691,2
0.0217,0.0375,0.0203,0.3702,2
0.0218,0.0376,0.0197,0.3698,2
0.0246,0.0397,0.0213,0.3807,2
0.0249,0.0399,0.0211,0.378,2
0.0218,0.0357,0.0187,0.3657,2
0.0211,0.036,0.0184,0.3783,2
0.0225,0.0362,0.0194,0.3606,2
0.0231,0.0398,0.0207,0.3893,2
0.0209,0.0357,0.0193,0.3741,2
0.0205,0.0364,0.0186,0.3808,2
0.0201,0.0352,0.0185,0.3707,2
0.0199,0.0353,0.0187,0.3575,2
0.0198,0.0335,0.0177,0.3675,2
0.0201,0.0338,0.018,0.3666,2
0.0204,0.035,0.0184,0.3692,2
0.0199,0.0352,0.018,0.3649,2
0.0194,0.0339,0.0177,0.3632,2
0.0192,0.0349,0.0179,0.3717,2
0.0197,0.0354,0.0181,0.371,2
0.0248,0.0397,0.0216,0.3643,2
0.0255,0.0432,0.0225,0.4008,2
0.0233,0.0433,0.0211,0.4513,2
0.1415,0.1112,0.0691,0.3839,3
0.2081,0.1382,0.0932,0.3706,3
0.2011,0.1375,0.0931,0.354,3
0.1985,0.1377,0.0922,0.3567,3
0.1861,0.129,0.084,0.3786,3
0.2146,0.1444,0.0946,0.3919,3
