B04,B03,B02,B8A,label
0.0205,0.037,0.0186,0.3971,2
0.0203,0.0365,0.0186,0.3954,2
0.02,0.0369,0.0182,0.3806,2
0.0222,0.0389,0.0199,0.3683,2
0.0223,0.0382,0.0198,0.3549,2
0.0201,0.0358,0.0185,0.4114,2
0.0201,0.0356,0.0186,0.3903,2
0.0202,0.0355,0.0182,0.4028,2
0.0183,0.0338,0.0176,0.3924,2
0.0195,0.035,0.0178,0.387,2
0.0193,0.0354,0.0181,0.3999,2
0.0226,0.0445,0.0202,0.4538,2
0.0227,0.0454,0.0205,0.4488,2
0.0321,0.0494,0.0263,0.3886,2
0.0349,0.0583,0.0289,0.5251,2
0.0231,0.0486,0.0224,0.5149,2
0.0213,0.0382,0.0188,0.3625,2
0.0215,0.0393,0.0193,0.3885,2
0.0237,0.0392,0.0199,0.3666,2
0.0224,0.0439,0.0194,0.4288,2
0.0237,0.0438,0.0207,0.4446,2
0.0201,0.036,0.0177,0.3733,2
0.0212,0.0364,0.0184,0.3474,2
0.0274,0.0481,0.0222,0.4157,2
0.0249,0.044,0.0205,0.3985,2
0.0243,0.0412,0.0204,0.3838,2
0.0205,0.0382,0.0182,0.3959,2
0.0191,0.0373,0.0177,0.4104,2
0.0199,0.0385,0.0187,0.4128,2
0.0235,0.0417,0.0198,0.4087,2
0.021,0.0386,0.0192,0.4026,2
0.0201,0.0373,0.0187,0.4041,2
0.0202,0.0389,0.019,0.4176,2
0.0204,0.0364,0.0186,0.401,2
0.0195,0.0348,0.0182,0.3913,2
0.0199,0.035,0.0181,0.3703,2
0.0215,0.0358,0.0195,0.3736,2
0.0199,0.0374,0.0192,0.4228,2
0.0206,0.0358,0.0179,0.4126,2
0.0197,0.0347,0.0173,0.398,2
0.0202,0.036,0.0187,0.4,2
0.0202,0.0353,0.0181,0.4013,2
0.0197,0.0361,0.0183,0.412,2
0.0211,0.0376,0.0188,0.3817,2
0.0222,0.0403,0.0207,0.3794,2
0.0227,0.0401,0.0203,0.3946,2
0.0202,0.0398,0.0185,0.4271,2
0.0221,0.04,0.0199,0.3924,2
0.0219,0.0369,0.0195,0.3601,2
0.0228,0.0392,0.0192,0.3806,2
0.0211,0.038,0.0182,0.3612,2
0.0222,0.038,0.0184,0.3686,2
0.0225,0.0377,0.0181,0.3668,2
0.0199,0.0356,0.0178,0.3636,2
0.0187,0.0349,0.0168,0.3564,2
0.0299,0.0511,0.0239,0.4052,2
0.0286,0.0511,0.0227,0.4211,2
0.0301,0.0499,0.0231,0.3996,2
0.0303,0.0481,0.0233,0.391,2
0.0261,0.042,0.0207,0.3822,2
0.0231,0.0384,0.0194,0.3834,2
0.0199,0.038,0.0182,0.4118,2
0.0222,0.0399,0.0193,0.3921,2
0.0202,0.038,0.0185,0.4049,2
0.0195,0.0368,0.0177,0.4108,2
0.0199,0.0375,0.0188,0.4112,2
0.0205,0.0367,0.0187,0.401,2
0.0202,0.0372,0.0188,0.3981,2
0.0201,0.0348,0.0176,0.37,2
0.022,0.0378,0.0191,0.3769,2
0.0197,0.0363,0.0181,0.4058,2
0.0215,0.0378,0.0199,0.4107,2
0.0198,0.0356,0.0184,0.4148,2
0.0198,0.0355,0.0183,0.4112,2
0.0204,0.0364,0.0179,0.3917,2
0.0206,0.0367,0.0191,0.3974,2
0.0208,0.0374,0.0193,0.392,2
0.0261,0.041,0.0218,0.387,2
0.0207,0.0358,0.0187,0.3667,2
0.021,0.0348,0.0182,0.3691,2
0.0206,0.0355,0.0186,0.384,2
0.0206,0.0335,0.0179,0.3624,2
0.0205,0.0353,0.018,0.3736,2
0.0209,0.0378,0.0184,0.3702,2
0.0209,0.0379,0.0175,0.3781,2
0.0206,0.0354,0.0175,0.3615,2
0.0191,0.0344,0.0171,0.3683,2
0.017,0.0331,0.0151,0.3803,2
0.0301,0.0457,0.0237,0.3661,2
0.0303,0.0473,0.0235,0.3711,2
0.0308,0.0515,0.0244,0.3801,2
0.0318,0.0519,0.0238,0.4058,2
0.0315,0.0522,0.0241,0.4059,2
0.0294,0.0503,0.0227,0.4054,2
0.0249,0.0416,0.0203,0.3803,2
0.021,0.0364,0.0185,0.3835,2
0.0206,0.0355,0.0173,0.3921,2
0.0218,0.0404,0.0193,0.4075,2
0.0218,0.0381,0.0187,0.3959,2
0.0217,0.0371,0.0185,0.3922,2
0.0206,0.0383,0.0189,0.4055,2
0.0216,0.0392,0.0201,0.4033,2
0.0195,0.0368,0.0186,0.3999,2
0.0206,0.0364,0.0181,0.3794,2
0.0221,0.0376,0.019,0.3721,2
0.0206,0.0365,0.0183,0.387,2
0.0194,0.0363,0.018,0.3842,2
0.0209,0.0361,0.0183,0.401,2
0.0199,0.0358,0.0188,0.4164,2
0.021,0.0376,0.019,0.4098,2
0.0184,0.0334,0.0171,0.3854,2
0.0212,0.0357,0.0186,0.3955,2
0.022,0.0363,0.0195,0.3891,2
0.0215,0.0373,0.0194,0.3815,2
0.0209,0.0377,0.0191,0.3856,2
0.0196,0.0343,0.0176,0.3836,2
0.0196,0.0344,0.017,0.3887,2
0.0197,0.0348,0.0176,0.3983,2
0.0201,0.0368,0.0175,0.3812,2
0.0207,0.0364,0.0181,0.3434,2
0.0203,0.0359,0.0177,0.3539,2
0.0217,0.0366,0.0185,0.3381,2
0.0251,0.0386,0.0206,0.3387,2
0.0287,0.0426,0.0227,0.3529,2
0.0334,0.0504,0.0255,0.3735,2
0.0284,0.0503,0.0227,0.4063,2
0.0294,0.0504,0.0232,0.409,2
0.029,0.0489,0.0223,0.3968,2
0.0261,0.0435,0.0206,0.393,2
0.0237,0.0392,0.0195,0.3899,2
0.0214,0.0368,0.0183,0.3884,2
0.022,0.0378,0.0188,0.3805,2
0.0202,0.0369,0.0188,0.4022,2
0.0217,0.0375,0.0188,0.4039,2
0.0216,0.0374,0.0193,0.3837,2
0.0202,0.0375,0.0185,0.3944,2
0.0227,0.0409,0.0204,0.3944,2
0.0204,0.0364,0.0187,0.405,2
0.0241,0.0386,0.0203,0.3712,2
0.021,0.0354,0.0186,0.3753,2
0.0209,0.0368,0.0183,0.3858,2
0.0214,0.037,0.0184,0.3777,2
0.0208,0.036,0.018,0.4001,2
0.0182,0.0336,0.0171,0.3992,2
0.0192,0.0342,0.0181,0.3927,2
0.0206,0.0352,0.0182,0.3855,2
0.0326,0.0438,0.0257,0.3719,2
0.0207,0.0353,0.0182,0.3717,2
0.0218,0.0362,0.0189,0.3684,2
0.0213,0.0355,0.018,0.3714,2
0.0199,0.0363,0.0185,0.3849,2
0.0197,0.0348,0.0173,0.3755,2
0.0195,0.0347,0.0177,0.3838,2
0.0198,0.0359,0.0169,0.373,2
0.0256,0.0425,0.0209,0.3768,2
0.0265,0.0414,0.0212,0.3488,2
0.0226,0.0387,0.0191,0.3504,2
0.0235,0.0358,0.0188,0.3398,2
0.0244,0.0371,0.0193,0.3268,2
0.0291,0.0419,0.0221,0.3342,2
0.03,0.0474,0.0233,0.3787,2
0.0222,0.0431,0.0193,0.4042,2
0.0243,0.0441,0.0208,0.4045,2
0.0243,0.0429,0.0208,0.4062,2
0.0243,0.0396,0.0199,0.3875,2
0.0228,0.0405,0.0198,0.3885,2
0.0228,0.0392,0.0197,0.3783,2
0.0223,0.0371,0.0191,0.3758,2
0.0197,0.0354,0.0179,0.3934,2
0.0222,0.0388,0.0192,0.3904,2
0.0218,0.0375,0.0187,0.3787,2
0.0207,0.0384,0.0192,0.4018,2
0.0213,0.0379,0.0187,0.3884,2
0.0214,0.0374,0.0189,0.3918,2
0.0198,0.0362,0.0185,0.3973,2
0.0198,0.0348,0.0184,0.3716,2
0.0199,0.0345,0.0178,0.3855,2
0.0204,0.0365,0.0181,0.3879,2
0.0186,0.0342,0.0175,0.402,2
0.0194,0.0354,0.0174,0.396,2
0.021,0.037,0.019,0.3945,2
0.045,0.0554,0.0334,0.4115,2
0.0307,0.0477,0.0256,0.4025,2
0.0265,0.0397,0.0207,0.3658,2
0.0224,0.0349,0.0189,0.3592,2
0.0195,0.035,0.0173,0.3876,2
0.0217,0.0361,0.019,0.3685,2
0.0196,0.034,0.0166,0.3897,2
0.021,0.0363,0.0186,0.383,2
0.0244,0.0425,0.0205,0.3882,2
0.0279,0.0474,0.0234,0.4692,2
0.0311,0.0488,0.0251,0.4227,2
0.0283,0.0432,0.0223,0.3806,2
0.0236,0.044,0.0214,0.3856,2
0.0254,0.0396,0.0204,0.3562,2
0.0293,0.0413,0.0221,0.3366,2
0.0329,0.0457,0.0246,0.3429,2
0.0278,0.0475,0.023,0.3884,2
0.0237,0.0421,0.0203,0.386,2
0.0236,0.0393,0.0206,0.3633,2
0.0219,0.0401,0.0195,0.4057,2
0.0226,0.0408,0.0196,0.3989,2
0.0219,0.0406,0.0203,0.4264,2
0.0243,0.0421,0.0211,0.3979,2
0.0236,0.0406,0.0205,0.3842,2
0.0211,0.0371,0.0189,0.381,2
0.0209,0.0374,0.0188,0.3842,2
0.0214,0.0401,0.0193,0.4013,2
0.0216,0.0386,0.0193,0.3994,2
0.0212,0.039,0.0194,0.4056,2
0.0209,0.0381,0.0189,0.3913,2
0.0207,0.0369,0.0185,0.4254,2
0.0213,0.0361,0.0193,0.3962,2
0.019,0.0329,0.0173,0.3661,2
0.0213,0.0356,0.0187,0.3578,2
0.02,0.0357,0.0187,0.4032,2
0.0193,0.036,0.0179,0.3993,2
0.0258,0.039,0.0209,0.3811,2
0.0452,0.0613,0.0351,0.4431,2
0.0237,0.0444,0.0213,0.4307,2
0.0251,0.0392,0.0209,0.3732,2
0.0218,0.0355,0.0184,0.3693,2
0.0207,0.0351,0.0183,0.3986,2
0.0225,0.0354,0.0183,0.3705,2
0.0192,0.0351,0.0175,0.4007,2
0.0225,0.0373,0.0189,0.367,2
0.0285,0.0458,0.0224,0.3999,2
0.0291,0.0462,0.0229,0.4,2
0.0244,0.0461,0.0203,0.423,2
0.022,0.0384,0.0187,0.3644,2
0.0212,0.0364,0.0181,0.3617,2
0.0213,0.0387,0.0193,0.3704,2
0.0258,0.0412,0.0208,0.3663,2
0.0269,0.043,0.0215,0.3616,2
0.0283,0.0457,0.0212,0.3675,2
0.0253,0.0421,0.0209,0.3435,2
0.0249,0.0411,0.021,0.3225,2
0.0223,0.0361,0.02,0.2997,2
0.0241,0.0405,0.0199,0.3632,2
0.0225,0.0412,0.0194,0.3985,2
0.0258,0.0424,0.021,0.371,2
0.0246,0.0446,0.0213,0.4397,2
0.0241,0.0418,0.0212,0.3916,2
0.0261,0.0417,0.022,0.369,2
0.0256,0.0442,0.0222,0.4031,2
0.0243,0.0409,0.0212,0.3838,2
0.0222,0.0372,0.0189,0.3878,2
0.022,0.0372,0.0198,0.3832,2
0.0202,0.0387,0.0189,0.4133,2
0.0244,0.0398,0.0205,0.3907,2
0.0212,0.0373,0.0196,0.4022,2
0.0201,0.0362,0.0186,0.3634,2
0.0256,0.0398,0.0215,0.3494,2
0.023,0.037,0.0201,0.3291,2
0.0236,0.039,0.0203,0.3805,2
0.0395,0.0501,0.0305,0.3855,2
0.0257,0.0403,0.0208,0.3766,2
0.0235,0.0391,0.0208,0.385,2
0.0227,0.0359,0.019,0.363,2
0.0211,0.0346,0.0177,0.3657,2
0.021,0.0335,0.0178,0.3682,2
0.0201,0.034,0.0171,0.3744,2
0.023,0.0366,0.019,0.3602,2
0.0211,0.036,0.0182,0.3776,2
0.0222,0.0359,0.0194,0.2964,2
0.0217,0.0355,0.0187,0.2901,2
0.0233,0.0362,0.0185,0.3294,2
0.03,0.043,0.0241,0.3465,2
0.0325,0.0473,0.0265,0.3596,2
0.0289,0.0441,0.0249,0.3809,2
0.0243,0.0393,0.0198,0.3465,2
0.0265,0.0444,0.0218,0.3682,2
0.0253,0.0411,0.0212,0.323,2
0.024,0.0392,0.02,0.3355,2
0.0225,0.0392,0.0202,0.2986,2
0.0223,0.0364,0.0199,0.2498,2
0.0273,0.0423,0.0223,0.3061,2
0.0231,0.0411,0.0203,0.3777,2
0.0277,0.0442,0.0224,0.3734,2
0.0249,0.0428,0.0218,0.3936,2
0.0267,0.0419,0.0226,0.3663,2
0.0206,0.0371,0.0182,0.3986,2
0.0228,0.0408,0.0204,0.3813,2
0.0226,0.0385,0.0197,0.3648,2
0.022,0.036,0.0188,0.3713,2
0.021,0.0364,0.0191,0.3844,2
0.0205,0.0382,0.0195,0.4203,2
0.0224,0.0391,0.02,0.3953,2
0.0209,0.0363,0.0183,0.3791,2
0.0219,0.0385,0.0193,0.3943,2
0.0235,0.0394,0.021,0.3635,2
0.022,0.038,0.0199,0.3655,2
0.0358,0.0464,0.0278,0.3738,2
0.0311,0.0433,0.0246,0.358,2
0.0214,0.0359,0.0185,0.375,2
0.023,0.0386,0.0199,0.3826,2
0.0272,0.0431,0.0228,0.4076,2
0.0264,0.0385,0.0206,0.3677,2
0.0216,0.0346,0.0186,0.3618,2
0.0234,0.0378,0.0196,0.3856,2
0.023,0.0389,0.0201,0.3785,2
0.021,0.036,0.0179,0.3483,2
0.0246,0.0387,0.0208,0.2814,2
0.0225,0.0411,0.0198,0.4367,2
0.0252,0.0404,0.0205,0.3693,2
0.0448,0.0587,0.0349,0.3736,2
0.0259,0.0386,0.0205,0.3187,2
0.0242,0.0367,0.0206,0.302,2
0.0217,0.0351,0.0194,0.2871,2
0.0227,0.0353,0.0192,0.2828,2
0.023,0.0356,0.0195,0.2861,2
0.0221,0.036,0.0196,0.2828,2
0.0232,0.0375,0.0206,0.2774,2
0.0243,0.0374,0.021,0.2489,2
0.0246,0.0403,0.0212,0.3141,2
0.0246,0.0432,0.0217,0.4245,2
0.0287,0.0443,0.0229,0.4065,2
0.029,0.0468,0.0238,0.3996,2
0.026,0.0452,0.023,0.4354,2
0.0215,0.0371,0.0188,0.3891,2
0.0219,0.0378,0.0197,0.3982,2
0.0212,0.0385,0.0189,0.4019,2
0.022,0.0376,0.0195,0.3872,2
0.0217,0.0374,0.0186,0.3775,2
0.022,0.0375,0.0197,0.3716,2
0.0215,0.0389,0.0197,0.4005,2
0.0215,0.0389,0.0196,0.4014,2
0.0212,0.0389,0.0192,0.4165,2
0.0224,0.0395,0.0195,0.4117,2
0.0242,0.0382,0.02,0.3875,2
0.0424,0.0534,0.0324,0.3871,2
0.0233,0.0372,0.0194,0.3508,2
0.0226,0.0354,0.0186,0.3613,2
0.0231,0.0378,0.0195,0.3704,2
0.0242,0.0456,0.0212,0.4668,2
0.0231,0.0434,0.0207,0.4665,2
0.0271,0.041,0.0219,0.4015,2
0.0297,0.0453,0.024,0.3902,2
0.0249,0.0383,0.021,0.2988,2
0.0233,0.0363,0.0203,0.2707,2
0.0213,0.0419,0.0209,0.4819,2
0.0226,0.0462,0.0211,0.4999,2
0.0227,0.0379,0.0194,0.3639,2
0.0276,0.042,0.0217,0.3832,2
0.0267,0.0381,0.021,0.3075,2
0.0247,0.035,0.0195,0.2776,2
0.0238,0.0354,0.0197,0.2806,2
0.0229,0.0341,0.0193,0.2646,2
0.0248,0.0363,0.0203,0.2573,2
0.0242,0.0373,0.0213,0.2718,2
0.0253,0.0376,0.022,0.2651,2
0.0252,0.0401,0.0221,0.2657,2
0.0244,0.0381,0.0217,0.2673,2
0.0225,0.0431,0.0214,0.4434,2
0.0218,0.0428,0.0201,0.4749,2
0.0207,0.0416,0.0206,0.4753,2
0.0234,0.0403,0.0209,0.4032,2
0.0213,0.0378,0.0195,0.3984,2
0.0217,0.0394,0.02,0.403,2
0.0222,0.0391,0.0199,0.3959,2
0.0232,0.0375,0.0194,0.3821,2
0.0225,0.0366,0.0193,0.3719,2
0.0225,0.0374,0.0197,0.3578,2
0.028,0.0442,0.0226,0.394,2
0.0239,0.0392,0.0204,0.3843,2
0.0216,0.037,0.0195,0.3765,2
0.0232,0.0403,0.02,0.3974,2
0.0513,0.0596,0.0381,0.3944,2
0.025,0.0392,0.0205,0.3651,2
0.0228,0.0364,0.019,0.3614,2
0.0213,0.0348,0.0185,0.3674,2
0.0204,0.0363,0.0186,0.3848,2
0.0216,0.0428,0.0195,0.4583,2
0.0234,0.0463,0.0208,0.4702,2
0.0253,0.0462,0.0226,0.4781,2
0.0273,0.0476,0.023,0.4133,2
0.0215,0.0439,0.02,0.4905,2
0.0282,0.0503,0.0241,0.5063,2
0.0347,0.0565,0.028,0.5165,2
0.0261,0.0466,0.0232,0.4383,2
0.028,0.0418,0.0224,0.3614,2
0.0268,0.0422,0.0224,0.336,2
0.0251,0.0354,0.02,0.2647,2
0.0239,0.036,0.0207,0.2752,2
0.0234,0.0356,0.0208,0.2654,2
0.0244,0.0357,0.0202,0.252,2
0.0239,0.0358,0.0205,0.2688,2
0.0251,0.0383,0.0212,0.2837,2
0.03,0.0431,0.0234,0.3043,2
0.0311,0.0466,0.0255,0.3856,2
0.0254,0.0465,0.0221,0.4557,2
0.0229,0.0452,0.0217,0.4997,2
0.0232,0.0413,0.0207,0.4198,2
0.0221,0.0372,0.0189,0.3575,2
0.0218,0.0367,0.0191,0.3641,2
0.0216,0.0377,0.0191,0.3877,2
0.0212,0.0379,0.0194,0.3811,2
0.0215,0.0367,0.0199,0.3685,2
0.0208,0.0351,0.0183,0.3598,2
0.0292,0.0453,0.0235,0.3994,2
0.0293,0.0527,0.0246,0.4766,2
0.0247,0.045,0.0219,0.419,2
0.0221,0.0355,0.0193,0.3724,2
0.0311,0.043,0.0243,0.3751,2
0.0672,0.0752,0.0494,0.3799,2
0.023,0.0385,0.0198,0.3778,2
0.0226,0.0372,0.0195,0.3774,2
0.0204,0.0359,0.0188,0.385,2
0.0195,0.0351,0.0172,0.3883,2
0.0202,0.0375,0.0182,0.4075,2
0.0219,0.0431,0.019,0.4503,2
0.0253,0.049,0.0221,0.5164,2
0.0244,0.0489,0.022,0.5015,2
0.033,0.0524,0.0262,0.4307,2
0.0303,0.0481,0.0246,0.4079,2
0.0248,0.0493,0.0224,0.5012,2
0.0256,0.0485,0.0227,0.4588,2
0.0264,0.0409,0.0219,0.3373,2
0.0248,0.0364,0.0202,0.2834,2
0.0231,0.034,0.0192,0.2615,2
0.0229,0.0359,0.0201,0.2814,2
0.024,0.0372,0.0204,0.2958,2
0.0262,0.0378,0.0204,0.2936,2
0.0281,0.0394,0.0219,0.3011,2
0.0286,0.0417,0.023,0.3224,2
0.0281,0.0414,0.0228,0.3317,2
0.0342,0.0468,0.0265,0.3379,2
0.0278,0.0491,0.0241,0.4641,2
0.0253,0.0457,0.0221,0.4673,2
0.024,0.0426,0.022,0.4299,2
0.0266,0.0418,0.0219,0.3919,2
0.026,0.041,0.0226,0.3763,2
0.0249,0.0382,0.0206,0.3565,2
0.0232,0.0381,0.0199,0.3616,2
0.0223,0.0367,0.0192,0.3622,2
0.0257,0.0419,0.0217,0.3957,2
0.0306,0.0558,0.0262,0.5015,2
0.0291,0.0582,0.0247,0.5393,2
0.0311,0.0561,0.026,0.4701,2
0.0259,0.0425,0.0216,0.3923,2
0.0342,0.0473,0.0276,0.3844,2
0.0224,0.036,0.0196,0.3567,2
0.0215,0.0351,0.0183,0.3654,2
0.023,0.0375,0.0195,0.3678,2
0.0235,0.0375,0.0202,0.3706,2
0.021,0.0352,0.0185,0.3758,2
0.0199,0.0353,0.0185,0.3819,2
0.0351,0.0513,0.0266,0.4043,2
0.028,0.0502,0.0239,0.4568,2
0.0253,0.0432,0.0225,0.3678,2
0.0246,0.042,0.0214,0.4016,2
0.02,0.0373,0.019,0.4212,2
0.0276,0.0443,0.0225,0.3951,2
0.0245,0.0417,0.0222,0.3637,2
0.0231,0.0372,0.0203,0.3161,2
0.0237,0.0354,0.0203,0.286,2
0.0208,0.0374,0.0187,0.3573,2
0.0246,0.0397,0.0209,0.3764,2
0.0318,0.0459,0.0248,0.3802,2
0.0304,0.0443,0.0245,0.335,2
0.03,0.0413,0.0231,0.3041,2
0.0284,0.0414,0.0235,0.3121,2
0.0294,0.0422,0.024,0.3073,2
0.0284,0.0432,0.0233,0.3533,2
0.0277,0.05,0.0239,0.4642,2
0.0278,0.0447,0.0241,0.3857,2
0.026,0.0432,0.022,0.401,2
0.0271,0.0448,0.0232,0.382,2
0.0243,0.043,0.022,0.3834,2
0.0247,0.0418,0.0213,0.3905,2
0.0245,0.0386,0.0206,0.358,2
0.0302,0.0476,0.0243,0.4172,2
0.0279,0.0573,0.0245,0.5339,2
0.0281,0.0604,0.025,0.5439,2
0.0296,0.0601,0.0258,0.5045,2
0.0323,0.0524,0.0261,0.4137,2
0.0261,0.0413,0.0216,0.3709,2
0.0255,0.0402,0.0212,0.3694,2
0.0259,0.0393,0.0205,0.3578,2
0.0233,0.0381,0.02,0.3588,2
0.0248,0.0384,0.0202,0.3476,2
0.0263,0.0377,0.0202,0.3377,2
0.0274,0.0495,0.0242,0.4123,2
0.0262,0.0459,0.0227,0.4058,2
0.0261,0.0449,0.0222,0.3721,2
0.0227,0.0408,0.0202,0.403,2
0.0241,0.0386,0.0209,0.3372,2
0.027,0.0414,0.0224,0.3399,2
0.0246,0.0396,0.0219,0.3307,2
0.0219,0.0368,0.0197,0.3238,2
0.0232,0.0375,0.0202,0.3152,2
0.0234,0.0383,0.0199,0.3517,2
0.0261,0.0451,0.0228,0.3882,2
0.0248,0.0428,0.0214,0.3997,2
0.0228,0.0417,0.0212,0.3769,2
0.0258,0.0404,0.0215,0.3435,2
0.0276,0.0399,0.0218,0.3197,2
0.028,0.0416,0.0225,0.3443,2
0.0272,0.0422,0.022,0.3602,2
0.0279,0.0425,0.0221,0.3788,2
0.0243,0.0392,0.0197,0.3631,2
0.0284,0.0426,0.0238,0.3286,2
0.0257,0.0443,0.0224,0.3918,2
0.0227,0.0477,0.0219,0.5108,2
0.022,0.0447,0.0209,0.4978,2
0.0264,0.0426,0.0225,0.4074,2
0.0284,0.0469,0.0246,0.4067,2
0.0258,0.0472,0.0231,0.4396,2
0.0251,0.0507,0.0233,0.5285,2
0.028,0.0569,0.0252,0.5198,2
0.0244,0.0424,0.0206,0.3752,2
0.0235,0.0392,0.02,0.3518,2
0.025,0.0384,0.0208,0.3381,2
0.0243,0.0385,0.0198,0.3527,2
0.0248,0.0393,0.0212,0.3314,2
0.023,0.0418,0.0203,0.3979,2
0.0228,0.0417,0.0196,0.4073,2
0.0243,0.0392,0.0214,0.3409,2
0.0248,0.0389,0.0208,0.3422,2
0.0271,0.0411,0.0223,0.3344,2
0.028,0.0405,0.0229,0.2931,2
0.0255,0.0413,0.0227,0.334,2
0.0228,0.0384,0.0202,0.3568,2
0.0309,0.0449,0.0249,0.3552,2
0.0231,0.0437,0.0212,0.4113,2
0.0288,0.0443,0.0233,0.3467,2
0.0271,0.0424,0.0227,0.3399,2
0.024,0.0388,0.0203,0.3589,2
0.0236,0.0372,0.0202,0.3453,2
0.0246,0.0376,0.0195,0.3527,2
0.0244,0.038,0.0199,0.3459,2
0.0238,0.0381,0.0195,0.3574,2
0.024,0.0391,0.0206,0.3405,2
0.0271,0.0409,0.0228,0.2718,2
0.0263,0.0416,0.0231,0.3304,2
0.0313,0.0518,0.0256,0.4509,2
0.0233,0.0453,0.0222,0.4781,2
0.024,0.0418,0.0211,0.4417,2
0.0236,0.0448,0.0225,0.437,2
0.0245,0.0452,0.0225,0.4413,2
0.0241,0.0467,0.0231,0.4881,2
0.0416,0.0567,0.0313,0.4418,2
0.0267,0.043,0.0216,0.3516,2
0.022,0.0404,0.0204,0.3765,2
0.0227,0.0392,0.0201,0.3687,2
0.0228,0.0383,0.019,0.3827,2
0.0259,0.0379,0.0211,0.3153,2
0.025,0.038,0.0212,0.312,2
0.0267,0.0404,0.0218,0.2945,2
0.025,0.04,0.0211,0.3229,2
0.0258,0.0384,0.0205,0.3187,2
0.0294,0.041,0.023,0.3066,2
0.0284,0.0406,0.0226,0.3144,2
0.0279,0.0467,0.0243,0.4003,2
0.0218,0.0428,0.0204,0.4321,2
0.0224,0.0388,0.02,0.3353,2
0.0251,0.0399,0.021,0.3406,2
0.0244,0.0386,0.0199,0.3424,2
0.0209,0.0358,0.0187,0.343,2
0.0224,0.038,0.0198,0.3456,2
0.0228,0.0367,0.0194,0.3445,2
0.0257,0.039,0.0201,0.3544,2
0.0249,0.0387,0.0215,0.2876,2
0.0266,0.0426,0.0233,0.3263,2
0.0273,0.0414,0.0218,0.3331,2
0.0281,0.0416,0.0234,0.3322,2
0.0423,0.0548,0.031,0.3761,2
0.0285,0.047,0.024,0.4373,2
0.0244,0.0412,0.0215,0.4177,2
0.0249,0.0418,0.0222,0.4203,2
0.0367,0.0527,0.0302,0.4294,2
0.0393,0.0528,0.0281,0.3503,2
0.0315,0.05,0.0238,0.3608,2
0.0266,0.0458,0.0219,0.3817,2
0.0274,0.0388,0.0228,0.2731,2
0.0248,0.0378,0.0208,0.3007,2
0.0257,0.0396,0.0217,0.308,2
0.026,0.0389,0.0209,0.3126,2
0.0272,0.0392,0.021,0.3136,2
0.0248,0.0375,0.0213,0.2922,2
0.0218,0.038,0.0197,0.3651,2
0.0298,0.0431,0.0237,0.3542,2
0.0277,0.0433,0.023,0.3485,2
0.0272,0.0403,0.0214,0.3455,2
0.0237,0.0374,0.0196,0.3416,2
0.0218,0.0386,0.0195,0.3652,2
0.0219,0.0392,0.0191,0.3559,2
0.0245,0.0391,0.0202,0.3544,2
0.0264,0.0395,0.0211,0.3414,2
0.0276,0.0423,0.0231,0.3174,2
0.0271,0.0431,0.0239,0.3318,2
0.0307,0.0445,0.024,0.34,2
0.0391,0.0533,0.0289,0.3975,2
0.0355,0.0581,0.0285,0.4485,2
0.0324,0.0582,0.0272,0.5079,2
0.0398,0.0593,0.0294,0.4839,2
0.0315,0.0494,0.0252,0.4578,2
0.0437,0.0557,0.0325,0.3706,2
0.0302,0.0427,0.0225,0.3393,2
0.0323,0.0481,0.0236,0.3429,2
0.0241,0.0377,0.0205,0.2925,2
0.027,0.0392,0.0223,0.2739,2
0.0263,0.0371,0.0207,0.2922,2
0.026,0.0379,0.0211,0.2997,2
0.0233,0.0374,0.0196,0.3096,2
0.0233,0.038,0.0201,0.3241,2
0.0222,0.0366,0.0196,0.2827,2
0.0277,0.0418,0.0227,0.3033,2
0.0339,0.0466,0.0249,0.3616,2
0.0227,0.0359,0.0188,0.352,2
0.0222,0.0373,0.0185,0.3538,2
0.0254,0.0403,0.0217,0.3209,2
0.0251,0.0403,0.0213,0.3264,2
0.0249,0.0401,0.0209,0.3438,2
0.027,0.0424,0.0219,0.3361,2
0.026,0.0422,0.0211,0.3598,2
0.0262,0.0437,0.0221,0.3548,2
0.0294,0.0518,0.0248,0.4643,2
0.0287,0.0565,0.0252,0.5112,2
0.0317,0.0604,0.027,0.515,2
0.0315,0.0644,0.0264,0.4997,2
0.0367,0.0567,0.0282,0.4185,2
0.0299,0.0467,0.0233,0.3655,2
0.0236,0.038,0.0212,0.2899,2
0.0293,0.0429,0.0242,0.3,2
0.0258,0.0409,0.0216,0.3495,2
0.0241,0.0389,0.0198,0.3299,2
0.0258,0.039,0.0215,0.3022,2
0.0236,0.0386,0.0212,0.301,2
0.0248,0.0389,0.0207,0.2911,2
0.0271,0.0401,0.0221,0.3072,2
0.032,0.0462,0.0242,0.3548,2
0.0242,0.0399,0.021,0.3507,2
0.0257,0.0423,0.0222,0.3429,2
0.0229,0.0393,0.0197,0.3676,2
0.0251,0.0397,0.0212,0.3336,2
0.027,0.044,0.0225,0.3532,2
0.0236,0.0405,0.0208,0.3373,2
0.0272,0.0451,0.0232,0.3931,2
0.0261,0.0501,0.0225,0.4913,2
0.0289,0.0549,0.0237,0.5142,2
0.032,0.0628,0.0262,0.5098,2
0.033,0.0577,0.0262,0.456,2
0.0301,0.0505,0.0247,0.4265,2
0.0255,0.0388,0.0211,0.3391,2
0.0234,0.0387,0.0202,0.3268,2
